Overhead1,Overhead2,Command,Object,Symbol,Layer,Layer2,Layer3,PSCP of 4Mbps -PSCP of 0Mbps,PSCP of 4Mbps - PSCP of 0Mbps,,CPU of 4Mbps:(all)72.26%,CPU with 4Mbps,CPU with 0Mbps (all)176.21%,CPU of 0Mbps,CPU1-CPU2
0%,0.03%,TASK_GTPV1_U,[kernel.kallsyms],sock_poll,NG,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,thread_FH,[kernel.kallsyms],rcu_check_callbacks,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,feptx,[unknown],0xfffffe00000ca01b,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,feptx,[kernel.kallsyms],do_futex,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,Tpool2_-1,nr-softmodem,mac_rlc_status_ind,RLC,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,TASK_GTPV1_U,[kernel.kallsyms],import_single_range,NG,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,Tpool3_-1,nr-softmodem,sn_compare_tx,RLC,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,thread_FH,[kernel.kallsyms],kmem_cache_alloc_node,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,RLC,queue,[.],RLC,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,TASK_GTPV1_U,[kernel.kallsyms],kfree,NG,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,TASK_GTPV1_U,[kernel.kallsyms],__entry_trampoline_start,NG,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,feptx,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,thread_FH,[unknown],0xfffffe0000037000,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,RLC,queue,[.],RLC,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,feprx,libdfts.so,dft256@plt,PHY,LOW PHY,DFT,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,RLC,queue,[k],RLC,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,feptx,[kernel.kallsyms],__entry_trampoline_start,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,Tpool0_-1,nr-softmodem,crc24a,PHY,HIGH PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,Tpool1_-1,nr-softmodem,nr_generate_pbch,PHY,HIGH PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,RLC,queue,[k],RLC,,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.03%,feptx,[kernel.kallsyms],native_irq_return_iret,PHY,LOW PHY,,,-0.03%,,141.55%,0.00%,67.23%,0.02%,-0.02%
0%,0.02%,Tpool1_-1,nr-softmodem,apply_nr_rotation_ul,PHY,HIGH PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feprx,[kernel.kallsyms],wake_up_q,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool2_-1,nr-softmodem,nr_fr1_dlsch_preprocessor,MAC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],tcp_ack_update_rtt.isra.39,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],netif_skb_features,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],__tcp_v4_send_check,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],__x86_indirect_thunk_rbx,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,[kernel.kallsyms],_raw_spin_lock_bh,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool3_-1,nr-softmodem,nr_rlc_tick,RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],mlx4_en_select_queue,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],dequeue_rt_stack,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool0_-1,nr-softmodem,remove_front_nr_list,MAC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool2_-1,nr-softmodem,nr_ulsch_scale_channel,PHY,HIGH PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feprx,nr-softmodem,wait_on_condition,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,[kernel.kallsyms],update_rq_clock,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],__hrtimer_init,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],cgroup_cpu_stat_account_end.isra.5,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,[kernel.kallsyms],plist_add,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],__unqueue_futex,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],account_user_time,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,nr-softmodem,nr_sdap_tx_entity,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,[kernel.kallsyms],first_packet_length,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool3_-1,nr-softmodem,nr_ulsch_scale_channel,PHY,HIGH PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool0_-1,nr-softmodem,get_coreset_rballoc,PHY,HIGH PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],decay_load,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool2_-1,libldpc.so,[.],memcpy@plt,PHY,HIGH PHY,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],hash_futex,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool3_-1,nr-softmodem,nr_generate_pbch,PHY,HIGH PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool1_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],ktime_get_update_offsets_now,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool1_-1,nr-softmodem,nr_fill_nfapi_pucch,MAC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_RRC_GNB,[kernel.kallsyms],dequeue_top_rt_rq,RRC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool3_-1,nr-softmodem,nr_acknack_scheduling,MAC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],deactivate_task,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool1_-1,nr-softmodem,nr_compute_tbslbrm,MAC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],rcu_note_context_switch,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,[unknown],0xfffffe0000068025,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool2_-1,nr-softmodem,nr_rlc_sdu_segment_list_add,RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_GTPV1_U,[kernel.kallsyms],mutex_lock,NG,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],tcp_stream_memory_free,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],hrtimer_try_to_cancel,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],skb_network_protocol,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool2_-1,nr-softmodem,nr_deinterleaving_ldpc,PHY,HIGH PHY,LDPC,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feprx,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_RRC_GNB,[unknown],0xfffffe0000037027,RRC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feptx,[kernel.kallsyms],ttwu_do_activate,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,RLC,queue,[k],RLC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feprx,[kernel.kallsyms],dequeue_top_rt_rq,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool3_-1,nr-softmodem,nr_schedule_ue_spec,MAC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,Tpool3_-1,nr-softmodem,nr_schedule_response,PHY,HIGH PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feptx,[kernel.kallsyms],ktime_get_update_offsets_now,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feptx,[kernel.kallsyms],dequeue_task_rt,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],cpuacct_charge,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_RRC_GNB,[kernel.kallsyms],flush_smp_call_function_queue,RRC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feptx,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,TASK_RRC_GNB,[kernel.kallsyms],eventfd_ctx_read,RRC,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,[kernel.kallsyms],__netdev_pick_tx,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feptx,[unknown],0xfffffe00000ca025,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,feptx,[kernel.kallsyms],resched_curr,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,thread_FH,libpthread-2.27.so,__lll_lock_wait,PHY,LOW PHY,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.02%,pdcp_timer,[kernel.kallsyms],cpupri_set,PDCP,,,,-0.02%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,nr-softmodem,itti_receive_msg,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[unknown],0xfffffe0000068014,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,libc-2.27.so,__libc_enable_asynccancel,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[.],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[unknown],0xfffffe000003701e,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],__rcu_read_unlock,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool0_-1,nr-softmodem,nr_rlc_sdu_segment_list_add,RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool2_-1,nr-softmodem,nr_rlc_pdu_encoder_put_bits,RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[unknown],0xfffffe0000037031,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool3_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,feptx,nr-softmodem,nr_feptx0,PHY,LOW PHY,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],copy_page_to_iter,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],dequeue_top_rt_rq,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],udp_poll,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_lock,RRC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[.],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],move_addr_to_user,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,pdcp_timer,libpthread-2.27.so,__pthread_mutex_unlock,PDCP,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,nr-softmodem,pdcp_data_req,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[.],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],__perf_event_task_sched_out,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],ep_poll,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[.],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool0_-1,nr-softmodem,nr_generate_pbch,PHY,HIGH PHY,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,feptx,libpthread-2.27.so,__pthread_disable_asynccancel,PHY,LOW PHY,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool0_-1,nr-softmodem,pf_dl,MAC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool0_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[.],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[kernel.kallsyms],__fget_light,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_GTPV1_U,[unknown],0xfffffe0000037025,NG,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,pdcp_timer,[kernel.kallsyms],dequeue_task_rt,PDCP,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,Tpool0_-1,nr-softmodem,phy_procedures_gNB_uespec_RX,PHY,HIGH PHY,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[.],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,RLC,queue,[k],RLC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.01%,TASK_RRC_GNB,libpthread-2.27.so,__pthread_disable_asynccancel,RRC,,,,-0.01%,,141.55%,0.00%,67.23%,0.01%,-0.01%
0%,0.00%,TASK_GNB_APP,[kernel.kallsyms],__fdget_pos,SL,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,TASK_GNB_APP,[kernel.kallsyms],syscall_return_via_sysret,SL,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,thread_FH,[kernel.kallsyms],_raw_spin_unlock_irq,PHY,LOW PHY,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,feprx,[kernel.kallsyms],__hrtimer_run_queues,PHY,LOW PHY,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,RLC,queue,[k],RLC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,RLC,queue,[k],RLC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,TASK_GTPV1_U,[kernel.kallsyms],__indirect_thunk_start,NG,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,thread_FH,[kernel.kallsyms],intel_pmu_handle_irq,PHY,LOW PHY,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,RLC,queue,[k],RLC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,RLC,queue,[k],RLC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,feptx,[kernel.kallsyms],x86_pmu_enable,PHY,LOW PHY,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,RLC,queue,[k],RLC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,RLC,queue,[k],RLC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,TASK_GTPV1_U,[kernel.kallsyms],x86_pmu_enable,NG,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,TASK_RRC_GNB,[kernel.kallsyms],x86_pmu_enable,RRC,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,feprx,[kernel.kallsyms],intel_pmu_handle_irq,PHY,LOW PHY,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%
0%,0.00%,pdcp_timer,[kernel.kallsyms],__indirect_thunk_start,PDCP,,,,0.00%,,141.55%,0.00%,67.23%,0.00%,0.00%